,0,1,2,3,4,5,6
0,0.11298353970050812,0.00048520645941607654,0.25632089376449585,0.010552686639130116,0.13501980900764465,0.08759815245866776,0.3970397710800171
1,0.1710205078125,0.08871661871671677,0.16015887260437012,0.0021503684110939503,0.15347938239574432,0.06709480285644531,0.35737940669059753
2,0.036747220903635025,0.0006341752596199512,0.21142305433750153,0.0010715960524976254,0.048650775104761124,0.5149909853935242,0.18648219108581543
3,0.023934923112392426,0.0018176123267039657,0.11562279611825943,0.007841544225811958,0.15633751451969147,0.021979983896017075,0.6724656820297241
4,0.051484961062669754,0.00020419314387254417,0.527115523815155,0.0016266372986137867,0.1692844033241272,0.08439315110445023,0.1658911406993866
5,0.12091919779777527,0.0002612278040032834,0.19242244958877563,0.002071081893518567,0.19752153754234314,0.01418400276452303,0.47262048721313477
6,0.02594909630715847,0.0031437703873962164,0.014463861472904682,0.001896461471915245,0.02990126423537731,0.0014619178837165236,0.9231837391853333
7,0.07729733735322952,0.014627804048359394,0.05794834718108177,0.002938073594123125,0.14034119248390198,0.0028588909190148115,0.7039883732795715
8,0.07437717914581299,1.454395260225283e-05,0.11556588858366013,0.0027513690292835236,0.1214023232460022,0.0032303102780133486,0.6826584339141846
9,0.14760608971118927,7.164333510445431e-05,0.34652212262153625,0.00038659744313918054,0.1370350569486618,0.017529701814055443,0.3508487641811371
10,0.13227340579032898,0.0006722532561980188,0.1629110425710678,0.0005020849057473242,0.0883743092417717,0.03465551882982254,0.5806114077568054
