,0,1,2,3,4,5,6
0,0.08333108574151993,0.003760382765904069,0.2775707244873047,0.001219032914377749,0.17701676487922668,0.15696224570274353,0.30013972520828247
1,0.12220164388418198,0.0002176920825149864,0.19639648497104645,0.010977736674249172,0.15335488319396973,0.03765888884663582,0.47919267416000366
2,0.2149001508951187,0.0008346643298864365,0.47667789459228516,0.00028325911262072623,0.2277495115995407,0.0009623176301829517,0.07859224826097488
3,0.18006396293640137,0.03587789461016655,0.22681543231010437,0.012294095009565353,0.2171882539987564,0.005209509748965502,0.32255080342292786
4,0.09089849889278412,0.0002370199072174728,0.11211550980806351,0.007759124040603638,0.10530325025320053,0.008881387300789356,0.674805223941803
5,0.05390297248959541,0.0011033342452719808,0.05535665526986122,0.0034796828404068947,0.06790012866258621,0.004952664021402597,0.813304603099823
6,0.6204560399055481,0.0065450118854641914,0.09363769739866257,0.0013262025313451886,0.06286749988794327,0.003113399026915431,0.21205410361289978
7,0.0664602518081665,0.0018088798969984055,0.1764839142560959,0.0014756129821762443,0.28118613362312317,0.01917961612343788,0.45340561866760254
8,0.12749359011650085,0.0006420536665245891,0.3013394773006439,0.0034476148430258036,0.1873626708984375,0.08185616880655289,0.29785841703414917
9,0.08255599439144135,2.359307291044388e-05,0.22586274147033691,0.0005554149975068867,0.2895924150943756,0.0066534788347780704,0.39475637674331665
10,0.13819824159145355,0.0005012585315853357,0.2741083800792694,0.01265162043273449,0.11635428667068481,0.07652077823877335,0.3816654086112976
11,0.09554768353700638,0.0013709173072129488,0.2518627345561981,0.011751868762075901,0.0883936658501625,0.19390413165092468,0.3571690022945404
12,0.04044197499752045,0.0021679734345525503,0.18240134418010712,0.000590134528465569,0.15852510929107666,0.1665140837430954,0.44935935735702515
13,0.04307842254638672,5.619441799353808e-05,0.06251110881567001,0.5430648326873779,0.03571445122361183,0.04235643520951271,0.27321857213974
14,0.025427788496017456,0.0012267512502148747,0.03706425800919533,0.42449498176574707,0.012009724043309689,0.44299423694610596,0.05678228661417961
15,0.17262002825737,0.011334884911775589,0.20486456155776978,0.5313237905502319,0.018535137176513672,0.023534566164016724,0.03778709098696709
16,0.0033114617690443993,0.0005135174142196774,0.2685973346233368,0.5215805172920227,0.13599362969398499,0.05310840532183647,0.016895104199647903
17,0.017483171075582504,0.00016075481835287064,0.02628343179821968,0.7647745013237,0.02421281859278679,0.031101347878575325,0.13598397374153137
18,0.03384699299931526,0.012510687112808228,0.22681555151939392,0.040108971297740936,0.25977930426597595,0.17295263707637787,0.2539858818054199
