,0,1,2,3,4,5,6
0,0.4372529089450836,0.0017913420451804996,0.1780039370059967,0.007334114983677864,0.07844190299510956,0.02629249542951584,0.2708832919597626
1,0.4571516215801239,0.004232354462146759,0.13021160662174225,0.03679562732577324,0.17264792323112488,0.005002327263355255,0.19395850598812103
2,0.27076834440231323,0.001934568164870143,0.20853079855442047,0.03847303241491318,0.10562281310558319,0.04926696792244911,0.32540345191955566
3,0.3094402849674225,0.00020425124967005104,0.16044698655605316,0.003928706515580416,0.18745215237140656,0.002444736659526825,0.3360828757286072
4,0.6416491866111755,0.004324649460613728,0.1505293995141983,0.002960867015644908,0.09804268926382065,0.002498442307114601,0.09999479353427887
5,0.5184645056724548,0.000948517001233995,0.15557701885700226,0.004788377787917852,0.10595177114009857,0.0022009999956935644,0.21206879615783691
6,0.27674275636672974,0.0004522512317635119,0.18519094586372375,0.009034163318574429,0.109516941010952,0.017086144536733627,0.4019767642021179
7,0.4609699249267578,7.23467965144664e-05,0.08380397409200668,0.011344942264258862,0.05541681870818138,0.010629155673086643,0.3777628540992737
8,0.37493228912353516,0.0001414260914316401,0.15197861194610596,0.0014981464482843876,0.10893438756465912,0.003915083594620228,0.35860002040863037
9,0.43464893102645874,0.0004689301713369787,0.13134898245334625,0.008283319883048534,0.08058254420757294,0.005997002124786377,0.3386702835559845
10,0.4700116813182831,0.0006194696761667728,0.1501927375793457,0.00032421137439087033,0.3149057924747467,0.0007899345946498215,0.06315623968839645
11,0.48832106590270996,0.0006141907069832087,0.12721161544322968,0.0034257490187883377,0.08189062774181366,0.00418902188539505,0.29434773325920105
12,0.6611118316650391,0.004118531476706266,0.113985575735569,0.0038553352933377028,0.08841942250728607,0.0031023856718093157,0.12540683150291443
13,0.4709210991859436,8.081198757281527e-05,0.08312003314495087,0.003032678971067071,0.054779548197984695,0.0011532210046425462,0.3869125247001648
14,0.2421097308397293,0.0013786670751869678,0.16321715712547302,0.012403193861246109,0.35779449343681335,0.001327345846220851,0.22176942229270935
