[0.508919894695282, 0.06290356814861298, 0.05575083941221237, 0.0026416757609695196, 0.10058718174695969, 0.001597458147443831, 0.26759931445121765]
[0.0667482390999794, 0.0013962588272988796, 0.3034396767616272, 0.01582314260303974, 0.11488579213619232, 0.014157578349113464, 0.4835492670536041]
[0.34711378812789917, 0.04277213662862778, 0.1930854469537735, 0.00346486852504313, 0.1775413155555725, 0.04312736168503761, 0.1928950399160385]
[0.23932738602161407, 0.18795035779476166, 0.14869466423988342, 0.018684016540646553, 0.09471472352743149, 0.027144640684127808, 0.28348416090011597]
[0.1798202097415924, 0.07448738813400269, 0.17984049022197723, 0.0014521185075864196, 0.09730852395296097, 0.17192690074443817, 0.2951643764972687]
[0.025659561157226562, 0.003601543139666319, 0.1575583964586258, 0.02115842141211033, 0.08559496700763702, 0.1973394751548767, 0.5090876221656799]
[0.23372603952884674, 0.0075544496066868305, 0.27152806520462036, 0.023752911016345024, 0.08563263714313507, 0.12942737340927124, 0.24837857484817505]
[0.10970750451087952, 0.008835025131702423, 0.4033762812614441, 0.005763084627687931, 0.21539142727851868, 0.07753156870603561, 0.17939512431621552]
[0.21656179428100586, 0.002226863522082567, 0.4106963276863098, 0.007687916047871113, 0.11647763848304749, 0.1577187031507492, 0.08863071352243423]
[0.13500645756721497, 0.002429896267130971, 0.31886395812034607, 0.0004890230484306812, 0.12191185355186462, 0.29696667194366455, 0.12433217465877533]
[0.24304838478565216, 0.0028281169943511486, 0.4431624114513397, 0.00183274841401726, 0.09432001411914825, 0.0628361627459526, 0.15197208523750305]
[0.12065053731203079, 0.01654837094247341, 0.26915645599365234, 0.013524885289371014, 0.43584921956062317, 0.01249267254024744, 0.13177786767482758]
[0.08569364994764328, 0.18878164887428284, 0.14875681698322296, 0.013891279697418213, 0.221992626786232, 0.017762651666998863, 0.3231213688850403]
[0.1337071806192398, 0.04067996144294739, 0.4822940528392792, 0.020776230841875076, 0.07791561633348465, 0.18676210939884186, 0.057864826172590256]
[0.11932931840419769, 0.0006474840338341892, 0.3292522430419922, 0.003857026807963848, 0.1006636917591095, 0.1847839653491974, 0.26146623492240906]
[0.08523032814264297, 0.022911304607987404, 0.5750619769096375, 0.004016195423901081, 0.16154509782791138, 0.04582910239696503, 0.10540598630905151]
[0.37063708901405334, 0.11101315170526505, 0.13215309381484985, 0.011203459464013577, 0.1267343908548355, 0.03168908506631851, 0.21656981110572815]
[0.10040788352489471, 0.001042734831571579, 0.3664739727973938, 0.0060356780886650085, 0.2774582505226135, 0.1079714223742485, 0.14061012864112854]
[0.16367758810520172, 0.002985577564686537, 0.23749755322933197, 0.004250840283930302, 0.14870421588420868, 0.07137186080217361, 0.37151244282722473]
[0.16747763752937317, 0.003071869956329465, 0.34666016697883606, 0.003251761896535754, 0.12273341417312622, 0.28942009806632996, 0.0673850029706955]
[0.34549006819725037, 0.3007954955101013, 0.09672962874174118, 0.003887905040755868, 0.04469801113009453, 0.0914837047457695, 0.11691515147686005]
[0.1271737813949585, 0.14857737720012665, 0.3902755677700043, 0.021895727142691612, 0.07380907237529755, 0.16852357983589172, 0.06974493712186813]
[0.1912863850593567, 0.04920976608991623, 0.14008158445358276, 0.030977439135313034, 0.10038287937641144, 0.07580859959125519, 0.41225335001945496]
[0.4109916687011719, 0.005580314435064793, 0.25858408212661743, 0.003731487551704049, 0.05436510592699051, 0.15502694249153137, 0.11172045022249222]
[0.44426465034484863, 0.0019171660533174872, 0.2589908242225647, 0.0017951908521354198, 0.16962987184524536, 0.0018242427613586187, 0.12157806754112244]
[0.04169171303510666, 0.0027655595913529396, 0.2204117476940155, 0.00864326860755682, 0.14064526557922363, 0.07901889830827713, 0.5068235397338867]
[0.4492729604244232, 0.023183118551969528, 0.11744022369384766, 0.0010378488805145025, 0.09252825379371643, 0.014463536441326141, 0.3020741641521454]
[0.3503328859806061, 0.00950418971478939, 0.21337831020355225, 0.00567034212872386, 0.07120997458696365, 0.09665936976671219, 0.25324493646621704]
[0.3145691752433777, 0.005953510291874409, 0.33174946904182434, 0.003179191378876567, 0.13681530952453613, 0.04116011783480644, 0.16657327115535736]
